	Year	Country	Latitude	Longitude	Focal Depth (km)	Mag	MMI Int	Deaths	Damage Description	Houses Destroyed Description	Death Description
711	1864	66	18.6	-97.5	81.81818181818181	6.45	8.0	20	3	2	1
712	1864	50	33.38	45.98	85.45454545454545	6.4	8.0	100	2	2	2
713	1865	52	37.7	15.1	89.0909090909091	6.775	9.0	60	1	1	2
714	1866	1	40.3	19.3	92.72727272727272	7.15	10.0	20	1	1	1
715	1867	2	36.4	2.7	96.36363636363636	7.525	10.0	70	2	3	2
716	1867	40	38.4	20.2	100.0	7.9	10.0	200	3	3	3
717	1867	40	39.2	26.4	87.5	7.0	9.5	500	3	3	3
718	1867	48	-7.8	110.4	75.0	7.05	9.0	5	3	3	1
719	1867	40	36.4	22.2	62.5	7.1	10.0	13	2	2	2
720	1867	98	25.34	121.91	50.0	7.0	10.0	22	2	2	3
721	1868	110	19.0	-155.5	37.5	7.9	10.0	31	1	1	1
722	1868	20	-18.6	-71.0	25.0	8.5	11.0	25000	4	2	4
723	1868	31	0.81	-77.72	22.5	8.0	8.0	47500	3	3	1
724	1868	31	0.31	-78.18	20.0	7.7	10.0	70000	4	4	4
725	1868	110	37.7	-122.1	19.72222222222222	6.8	9.0	30	1	2	1
726	1869	47	24.5	92.5	19.444444444444443	6.7	9.25	2	3	4	1
727	1869	114	7.5	-72.1	19.166666666666668	6.6	9.5	14	2	4	1
728	1869	73	27.7	85.3	18.88888888888889	6.5	9.75	27	4	4	3
729	1869	2	34.9	5.9	18.61111111111111	7.0	10.0	40	2	3	1
730	1869	105	37.0	28.0	18.333333333333332	7.5	10.0	3	3	3	1
731	1869	40	38.8	20.8	18.055555555555557	7.4	11.0	15	3	3	1
732	1870	21	30.0	99.0	17.77777777777778	7.3	10.0	2300	4	4	4
733	1870	66	15.4	-96.3	17.5	7.9	10.0	24	3	3	1
734	1870	114	9.5	-69.5	17.22222222222222	7.45	10.0	3	2	3	1
735	1870	40	38.5	22.5	16.944444444444443	7.0	10.0	100	2	3	2
736	1870	40	38.5	22.5	16.666666666666668	7.5	10.0	100	3	2	2
737	1870	52	39.2	16.3	16.38888888888889	7.46	10.0	136	2	1	3
738	1870	19	47.4	-70.5	16.11111111111111	7.42	10.0	2	1	1	1
739	1870	82	7.0	125.4	15.833333333333332	7.38	10.0	4	2	1	1
740	1871	111	18.35	-64.9	15.555555555555555	7.34	10.0	669	2	2	2
741	1871	20	-20.2	-70.2	15.277777777777779	7.3	10.0	1334	3	3	1
742	1871	49	37.3	58.3	15.0	5.6	7.0	2000	3	3	4
743	1872	49	37.3	58.3	15.0	6.3	7.0	4000	3	3	4
744	1872	40	39.8	20.3	15.384615384615385	6.85	10.0	2402	3	3	2
745	1872	54	34.9	132.0	15.76923076923077	7.4	10.0	804	4	4	3
746	1872	110	36.7	-118.1	16.153846153846153	7.8	10.0	27	1	2	1
747	1872	105	36.2	36.2	16.53846153846154	7.3	10.0	1800	3	3	4
748	1873	33	13.64	-89.13	16.923076923076923	7.475	10.0	800	4	3	3
749	1873	52	46.2	12.4	17.307692307692307	7.65	10.0	55	2	3	2
750	1873	20	-32.3	-71.16	17.692307692307693	7.825	9.5	136	3	3	1
751	1873	80	-5.5	146.0	18.076923076923077	8.0	9.0	218	2	2	2
752	1874	42	14.5	-90.7	18.46153846153846	7.833333333333333	9.25	300	3	2	3
753	1874	0	35.0	69.0	18.846153846153847	7.666666666666667	9.5	162	3	2	3
754	1875	66	20.7	-103.4	19.23076923076923	7.5	9.75	25	2	3	1
755	1875	105	38.1	30.2	19.615384615384617	7.3	10.0	1300	4	4	4
756	1875	22	7.9	-72.5	20.0	7.5	10.0	1001	3	3	4
757	1875	48	-6.9	108.3	26.666666666666668	6.85	8.0	7	3	3	1
758	1875	34	16.0	38.5	33.333333333333336	6.2	9.5	55	3	3	2
759	1877	20	-21.5	-70.5	40.0	8.3	11.0	103	2	3	2
760	1878	20	-19.92	-70.335	40.0	7.9	8.0	251	3	3	1
761	1878	114	10.3	-66.8	13.0	5.9	9.0	400	3	3	3
762	1878	105	40.8	29.0	13.4	6.7	9.0	40	2	3	1
763	1878	21	27.7	100.8	13.8	5.5	7.0	70	3	3	2
764	1878	33	13.5	-88.4	14.2	6.1	8.0	1035	3	3	3
765	1879	49	37.8	47.9	14.6	6.7	9.0	2000	3	4	4
766	1879	49	37.5	57.4	15.0	6.7	9.0	700	3	4	3
767	1879	21	33.2	104.7	32.0	8.0	11.0	22000	4	4	4
768	1879	52	37.5	15.0	49.0	7.166666666666667	10.0	10	2	3	1
769	1880	26	22.4	-83.0	66.0	6.333333333333333	9.0	9	2	3	2
770	1880	21	33.0	104.6	83.0	5.5	8.0	8	2	3	1
771	1880	82	16.0	121.85	100.0	7.5	9.0	20	3	3	1
772	1880	105	38.1	27.8	96.73076923076923	6.1	9.5	25	1	3	3
773	1880	105	38.6	27.1	93.46153846153847	6.7	10.0	30	1	3	1
774	1880	20	-31.62	-71.18	90.1923076923077	7.7	10.0	2	3	3	1
775	1880	49	27.1	54.2	86.92307692307692	6.6	8.5	120	2	2	3
776	1881	98	24.5	120.7	83.65384615384616	5.5	7.0	11	2	2	1
777	1881	52	40.7	13.9	80.38461538461539	6.4	9.0	121	1	3	3
778	1881	40	38.25	26.25	77.11538461538461	7.3	11.0	7866	4	4	4
779	1881	105	38.5	43.3	73.84615384615384	6.9	7.0	95	2	4	2
780	1881	21	33.6	104.6	70.57692307692308	6.5	8.0	480	3	4	3
781	1881	98	25.0	121.5	67.3076923076923	5.5	7.0	246	2	3	1
782	1881	105	40.6	33.6	64.03846153846155	6.1	8.0	12	1	3	1
783	1882	66	17.5	-98.3	60.769230769230774	6.833333333333333	9.0	7	3	3	1
784	1882	52	40.9	14.4	57.5	7.566666666666667	10.0	11	1	3	1
785	1882	79	10.0	-79.0	54.23076923076923	8.3	11.0	11	3	3	2
786	1882	21	38.1	115.5	50.96153846153846	5.8	8.0	11	3	3	1
787	1882	98	23.8	120.5	47.69230769230769	6.3	8.0	8	1	1	1
788	1883	49	38.1	46.3	44.42307692307693	6.2	7.0	1160	3	2	3
789	1883	52	40.7	13.9	41.15384615384615	6.75	10.0	2313	4	4	4
790	1883	105	38.3	26.2	37.88461538461539	7.3	10.0	15000	4	4	4
791	1884	49	26.81	55.91	34.61538461538461	6.9	8.0	238	3	3	3
792	1884	21	23.0	101.1	31.346153846153854	6.5	8.0	17	2	3	1
793	1884	94	36.95	-3.983	28.07692307692308	6.7	9.0	745	4	4	3
794	1885	21	34.5	105.7	24.807692307692307	6.0	8.0	80	2	4	2
795	1885	47	34.5	74.68	21.538461538461547	6.3	7.5	3000	4	4	4
796	1885	10	24.8	89.5	18.269230769230774	6.9	7.0	75	2	4	2
797	1885	58	42.7	74.1	15.0	6.9	10.0	54	2	3	2
798	1885	2	36.1	4.6	25.833333333333336	5.9	9.0	33	3	3	1
799	1885	21	25.0	104.0	36.66666666666667	5.0	6.0	4	1	1	1
800	1886	40	37.1	21.5	47.5	7.5	10.0	600	3	1	3
801	1886	110	32.9	-80.0	58.333333333333336	7.3	10.0	60	2	2	2
802	1887	52	43.9	8.1	69.16666666666667	7.65	10.0	800	3	2	3
803	1887	66	31.0	-109.0	80.0	8.0	10.0	44	3	3	1
804	1887	2	35.58	0.33	73.63636363636364	7.4	10.0	20	3	3	1
805	1887	21	23.7	102.5	67.27272727272728	6.8	9.0	2000	3	3	4
806	1888	103	10.3	-61.1	60.90909090909091	7.5	8.0	1	2	2	1
807	1888	21	36.5	102.2	54.54545454545455	5.0	6.0	4	1	2	1
808	1888	21	38.5	119.0	48.18181818181819	7.5	6.666666666666667	7	3	3	1
809	1888	105	41.3	43.3	41.81818181818182	6.1	7.333333333333333	10	2	3	3
810	1888	21	37.1	104.2	35.45454545454545	6.166666666666666	8.0	13	3	3	3
811	1888	24	9.95	-84.1	29.090909090909093	6.233333333333333	8.0	16	3	4	1
812	1889	54	32.8	130.7	22.727272727272734	6.3	9.5	20	1	3	1
813	1889	40	39.2	26.0	16.363636363636367	6.9	11.0	25	2	3	1
814	1890	49	36.6	54.6	10.0	7.2	10.0	171	3	3	3
815	1890	48	-6.76	111.04	11.764705882352942	6.85	8.0	103	2	3	2
816	1891	2	36.5	1.8	13.529411764705882	6.5	10.0	36	2	2	1
817	1891	105	38.3	43.2	15.294117647058822	6.15	8.5	33	3	2	3
818	1891	21	37.1	111.9	17.058823529411764	5.8	7.0	31	1	2	1
819	1891	54	35.5	137.0	18.823529411764707	8.4	8.5	7273	4	4	4
820	1892	82	17.3	120.6	20.588235294117645	7.550000000000001	10.0	2	3	3	1
821	1893	105	38.3	38.3	22.352941176470587	6.7	9.0	400	3	3	3
822	1893	89	44.2	21.2	24.11764705882353	6.550000000000001	10.0	3	3	3	1
823	1893	40	37.7	20.9	25.88235294117647	6.4	10.0	98	3	4	2
824	1893	21	36.6	101.8	27.647058823529413	5.5	7.0	193	2	3	3
825	1893	21	30.5	101.5	29.41176470588235	6.8	9.0	288	3	3	3
826	1893	49	37.2	58.4	31.176470588235293	6.6	10.0	18000	4	4	4
827	1893	21	41.7	82.8	32.94117647058823	6.8	9.0	90	3	3	2
828	1893	21	41.2	80.3	34.705882352941174	6.5	8.0	67	2	3	3
829	1894	49	37.1	58.3	36.470588235294116	6.966666666666667	8.333333333333334	45	1	1	1
830	1894	49	29.4	52.3	38.23529411764706	7.433333333333334	8.666666666666666	23	3	3	3
831	1894	54	42.5	146.0	40.0	7.9	9.0	1	1	1	1
832	1894	40	38.6	23.2	37.0	6.7	10.0	255	3	1	3
833	1894	40	38.7	23.1	34.0	6.9	11.0	139	3	1	3
834	1894	54	35.7	139.9	31.0	7.5	9.5	24	1	2	1
835	1894	82	8.2	126.1	28.0	7.25	8.0	375	1	3	3
836	1894	54	38.9	139.8	25.0	7.0	9.0	726	3	4	3
837	1894	52	38.3	15.9	22.0	6.9	10.0	101	2	4	3
838	1895	49	37.1	58.4	19.0	6.8	9.5	1000	4	4	4
839	1895	90	46.1	14.5	16.0	6.1	9.0	7	3	3	1
840	1895	1	40.1	19.4	16.818181818181817	6.8	10.0	80	2	3	3
841	1895	40	39.5	20.5	17.636363636363637	7.5	10.0	153	3	3	2
842	1895	21	23.5	116.5	18.454545454545453	6.0	8.0	226	2	3	2
843	1896	49	37.8	48.3	19.272727272727273	5.933333333333334	8.0	300	3	3	3
844	1896	49	38.5	45.0	20.09090909090909	5.866666666666666	7.5	800	3	3	3
845	1896	21	29.2	104.9	20.90909090909091	5.8	7.0	26	2	3	1
846	1896	21	38.0	76.0	21.727272727272727	6.5	7.5	7	1	1	1
847	1896	48	-8.25	124.75	22.545454545454547	7.4	8.0	250	2	3	3
848	1896	54	39.5	144.0	23.363636363636363	8.3	8.0	27122	4	4	4
849	1896	54	40.0	141.0	24.18181818181818	7.45	8.0	206	4	4	3
850	1896	21	39.7	75.9	25.0	6.6	8.0	7	2	2	1
851	1897	49	26.95	56.26	33.0	6.1	8.0	1600	4	4	4
852	1897	98	24.7	121.8	33.0	6.0	8.0	56	1	1	2
853	1897	69	16.72	-62.18	33.0	6.666666666666667	8.5	31	2	3	3
854	1897	41	16.5	-61.8	33.0	7.333333333333333	9.0	6	2	1	1
855	1897	47	26.0	91.0	33.0	8.0	10.0	1542	4	4	4
856	1898	21	39.8	76.6	33.0	6.0	8.0	47	2	3	1
857	1898	25	43.6	16.7	33.0	6.25	10.0	26	1	2	2
858	1898	20	-36.83	-73.03	33.0	6.5	8.0	6	2	2	1
859	1898	21	39.1	113.0	33.0	5.5	7.0	12	2	3	1
860	1899	105	37.93	28.84	33.0	6.7	9.0	1117	3	4	4
861	1899	48	-3.0	128.5	33.0	7.8	9.0	2460	3	3	4
862	1899	110	33.5	-117.0	33.0	6.4	9.0	6	2	3	1
863	1899	105	41.6	43.5	33.0	5.6	8.5	247	2	3	3
864	1900	105	40.3	43.1	33.0	5.9	8.0	140	3	3	3
865	1900	114	11.0	-66.0	33.0	7.7	10.0	25	3	3	1
866	1901	21	26.0	100.1	33.0	6.0	8.0	14	3	3	3
867	1901	17	43.4	28.7	33.0	6.4	8.0	4	3	4	1
868	1901	17	43.4	28.5	33.0	7.2	10.0	4	3	4	1
869	1901	54	40.6	142.3	33.0	8.2	9.666666666666666	18	2	1	1
870	1902	66	17.6	-99.7	24.0	7.0	9.333333333333334	2	2	2	1
871	1902	8	40.7	48.6	15.0	6.9	9.0	86	4	4	2
872	1902	105	40.7	33.6	24.0	5.5	9.0	4	3	3	1
873	1902	42	14.0	-91.0	33.0	7.5	8.5	2000	3	3	4
874	1902	49	27.1	56.3	32.0	6.3	8.0	10	2	3	1
875	1902	82	7.5	123.5	31.0	7.3	10.0	1255	3	3	3
876	1902	21	39.88	76.2	30.0	7.7	10.0	2500	4	4	4
877	1902	21	26.3	99.9	19.5	5.5	7.0	6	2	3	1
878	1902	112	40.8	72.3	9.0	6.4	9.0	4880	4	4	4
879	1903	105	39.1	42.4	31.75	6.35	9.5	1700	3	4	4
880	1903	105	39.1	42.5	54.5	6.3	10.0	3560	4	4	4
881	1903	105	40.9	42.7	77.25	5.8	8.0	1000	3	3	3
882	1903	40	36.0	23.0	100.0	7.8	11.0	2	3	3	1
883	1903	49	35.2	58.2	77.5	5.9	8.0	350	2	2	3
884	1903	20	-28.5	-71.0	55.0	6.5	8.0	176	2	2	1
885	1904	98	23.5	120.5	32.5	6.0	9.0	3	2	2	1
886	1904	40	37.75	27.0	10.0	6.2	10.0	4	3	3	1
887	1904	21	31.2	100.9	15.0	6.0	8.0	400	2	3	3
888	1904	98	23.5	120.3	20.0	6.3	9.0	145	2	3	3
889	1905	47	33.0	76.0	25.0	7.8	10.0	19000	4	2	4
890	1905	1	42.1	19.6	20.0	6.6	10.0	120	3	2	3
891	1905	54	34.0	132.0	100.0	7.8	10.5	11	1	2	1
892	1905	52	38.67	16.07	15.0	7.1	11.0	557	4	4	3
893	1905	21	29.3	104.8	17.5	5.0	6.0	13	1	1	1
894	1905	105	38.1	38.6	20.0	6.8	9.0	342	3	2	3
895	1906	21	26.6	104.1	22.5	5.5	7.0	671	2	3	3
896	1906	31	1.0	-81.5	25.0	8.6	9.0	1000	2	3	3
897	1906	98	23.6	120.5	23.75	6.8	8.5	1258	3	4	4
898	1906	21	24.5	118.5	22.5	6.5	8.0	636	2	2	3
899	1906	98	23.4	120.4	21.25	6.5	9.5	15	3	4	1
900	1906	110	37.67	-122.48	20.0	7.9	11.0	700	4	4	3
901	1906	21	24.6	98.6	22.5	5.3	7.0	1	2	3	1
902	1906	20	-33.0	-72.0	25.0	8.2	11.0	4000	4	3	4
903	1906	80	-7.0	149.0	33.0	8.0	10.0	2140	3	3	2
904	1906	21	43.5	85.0	33.0	8.3	9.0	280	3	4	3
905	1907	53	18.667	-76.237	15.0	6.2	9.0	1000	4	3	3
906	1907	66	17.0	-100.0	60.0	8.3	9.0	8	2	3	1
907	1907	82	14.0	123.0	47.5	7.6	9.0	2	3	3	1
908	1907	99	38.5	67.9	35.0	7.4	9.0	12000	3	3	4
909	1907	52	38.133	16.017	33.0	5.9	10.0	158	2	3	3
910	1908	52	38.17	15.58	40.0	7.0	11.0	78000	4	4	4
911	1909	105	38.6	26.9	27.5	5.8	9.0	8	3	3	1
912	1909	49	34.306	50.396	15.0	7.3	9.0	5500	2	3	4
913	1909	70	35.6	-5.4	19.166666666666668	6.8	9.0	100	3	3	2
914	1909	105	40.2	37.8	23.333333333333336	6.3	9.0	54	3	3	3
915	1909	98	25.0	121.5	27.5	7.3	9.5	9	1	3	1
916	1909	84	38.9	-8.8	31.666666666666668	6.6	10.0	30	2	2	1
917	1909	21	24.4	103.0	35.833333333333336	6.5	8.0	21	2	3	1
918	1909	48	-2.0	101.0	40.0	7.6	9.0	30	3	3	3
919	1909	36	43.7	5.4	37.666666666666664	6.2	10.0	40	2	3	1
920	1909	78	35.5	72.5	35.333333333333336	6.550000000000001	10.125	10	1	3	1
921	1909	54	35.4	136.3	33.0	6.9	10.25	41	3	3	1
922	1909	78	30.0	68.0	60.0	7.2	10.375	231	2	2	3
923	1909	98	24.4	121.8	130.0	7.3	10.5	4	1	1	1
924	1910	98	25.5	122.5	200.0	7.8	10.625	60	1	1	2
925	1910	24	9.8	-84.0	144.33333333333334	7.333333333333333	10.75	1750	2	1	4
926	1910	24	10.0	-84.0	88.66666666666667	6.866666666666667	10.875	700	3	1	3
927	1910	2	36.0	4.0	33.0	6.4	11.0	12	1	2	1
928	1910	118	-8.0	31.0	29.0	7.3	10.5	2	2	2	1
929	1911	56	43.5	77.5	25.0	7.7	10.0	450	3	2	3
930	1911	21	39.8	114.5	25.5	5.5	7.0	270	2	3	1
931	1911	99	38.2	72.8	26.0	7.4	7.5	90	3	3	2
932	1911	49	30.46	56.305	15.0	6.5	8.0	700	3	3	3
933	1911	54	28.0	130.0	160.0	8.0	8.5	12	3	3	1
934	1912	72	21.0	97.0	25.0	8.0	9.0	1008	3	3	1
935	1912	81	-5.62	-80.413	30.0	7.0	10.0	2004	3	3	3
936	1912	105	40.5	27.2	60.0	7.8	8.5	3000	4	4	4
937	1913	31	-3.4	-79.6	50.0	7.7	7.0	1569	3	3	3
938	1913	48	5.354	126.121	15.0	7.8	9.0	138	2	3	3
939	1913	81	-17.0	-74.0	33.0	7.9	10.0	141	3	3	2
940	1913	21	28.4	102.3	25.333333333333332	6.0	8.0	144	2	2	2
941	1913	79	7.1	-80.6	17.666666666666664	6.7	9.0	147	1	1	1
942	1913	81	-14.2	-72.9	10.0	6.3	10.0	150	3	3	3
943	1913	21	24.15	102.45	10.0	7.0	9.0	942	3	4	3
944	1914	54	31.58	130.67	21.5	7.1	9.333333333333334	29	1	3	1
945	1914	54	39.2	139.8	33.0	7.2	9.666666666666666	94	3	3	2
946	1914	52	37.7	15.2	24.0	4.9	10.0	120	3	3	3
947	1914	48	-1.829	136.943	15.0	8.1	9.0	70	2	3	3
948	1914	48	-3.924	101.82	35.0	7.6	8.5	20	1	1	1
949	1914	21	43.5	91.5	34.0	7.5	8.0	1	1	2	1
950	1914	81	-15.5	-73.2	33.0	7.25	8.5	2000	2	3	1
951	1914	105	37.82	30.27	32.0	7.0	9.0	4000	4	4	4
952	1914	75	-37.8	178.2	31.0	6.65	8.0	1	2	3	1
953	1914	40	38.8	20.6	30.0	6.3	9.0	14	3	3	1
954	1914	81	-15.2	-73.2	20.0	6.9	10.0	34	3	3	1
955	1915	52	42.0	13.5	10.0	7.5	11.0	29978	4	3	4
956	1915	110	32.8	-115.5	12.09090909090909	6.2	10.0	6	1	3	1
957	1915	21	29.5	91.5	14.181818181818182	7.0	9.0	170	2	3	3
958	1915	33	14.56	-88.76	16.272727272727273	6.6	8.5	175	2	3	1
959	1916	98	23.7	120.9	18.363636363636363	6.5	8.0	180	2	3	3
960	1916	98	24.0	121.0	20.454545454545453	6.0	8.333333333333334	1	1	2	1
961	1917	98	23.9	120.9	22.545454545454547	6.3	8.666666666666666	54	1	3	2
962	1917	48	-7.0	116.0	24.636363636363637	6.6	9.0	1500	2	2	4
963	1917	21	31.3	116.2	26.727272727272727	6.3	8.0	753	3	3	3
964	1917	82	6.0	125.0	28.818181818181817	6.4	9.0	7	2	2	1
965	1917	33	13.82	-89.31	30.909090909090907	6.7	9.0	903	4	3	3
966	1917	21	28.0	104.0	33.0	6.8	9.0	1800	4	4	4
967	1917	22	4.0	-74.0	40.0	7.3	8.0	6	1	1	1
968	1917	42	14.6	-90.6	31.5	6.0	9.0	2650	4	2	4
969	1918	21	23.5	117.2	23.0	7.3	10.0	2000	4	4	4
970	1918	82	5.5	123.0	33.0	8.3	10.0	46	3	3	1
971	1918	111	18.7	-67.189	15.0	7.1	9.0	196	2	3	3
972	1918	20	-26.0	-71.0	14.0	7.8	9.333333333333334	347	3	3	1
973	1919	33	13.69	-89.19	13.0	5.9	9.666666666666666	497	3	3	2
974	1920	66	19.26	-96.97	12.0	7.8	10.0	648	2	3	3
975	1920	37	42.0	44.1	11.0	6.2	10.333333333333334	326	3	3	3
976	1920	98	23.5	122.7	18.0	8.0	10.666666666666666	5	2	3	1
977	1920	1	40.2	20.0	25.0	6.2	11.0	200	3	3	3
978	1920	21	36.601	105.317	25.0	8.3	12.0	200000	4	3	4
979	1920	4	-32.7	-68.4	10.0	6.0	8.0	400	3	3	3
980	1920	1	40.5	19.5	10.5	5.6	9.0	268	3	3	3
981	1921	34	15.6	39.6	11.0	5.9	8.0	136	3	3	2
982	1922	82	10.2	124.1	11.5	6.3	5.0	5	2	3	1
983	1922	89	44.4	20.4	12.0	6.0	10.0	5	3	3	3
984	1922	98	24.5	122.0	23.5	7.6	10.5	5	2	3	1
985	1922	20	-28.553	-70.755	35.0	8.7	11.0	500	3	3	3
986	1922	54	32.7	130.3	24.0	8.0	10.5	27	1	3	1
987	1923	21	31.5	101.0	13.0	7.3	10.0	4800	3	4	4
988	1923	49	31.308	56.1	15.0	6.0	10.0	2200	3	3	4
989	1923	54	35.1	139.5	35.0	7.9	9.666666666666666	142807	4	3	4
990	1923	10	24.969	90.752	15.0	6.9	9.333333333333334	50	2	3	1
991	1923	49	37.2	57.7	15.0	6.4	9.0	157	3	2	3
992	1923	49	29.222	56.839	15.0	6.7	8.0	290	2	2	3
993	1923	22	0.87	-77.78	10.0	6.2	9.0	300	2	2	3
994	1923	22	4.64	-73.36	15.0	5.9	8.0	7	3	2	1
995	1924	54	35.5	139.5	19.5	6.4	8.333333333333334	14	3	2	1
996	1924	31	-1.6	-78.6	24.0	6.9	8.666666666666666	40	1	2	1
997	1924	105	39.7	42.8	28.5	5.3	9.0	50	2	3	1
998	1924	21	36.8	83.8	33.0	7.3	9.5	100	2	2	2
999	1924	105	40.0	42.0	30.666666666666668	6.8	10.0	60	2	3	2
1000	1924	48	-7.3	109.9	28.333333333333332	6.9	9.0	727	3	3	3
1001	1925	21	25.7	100.4	26.0	7.0	9.0	5000	4	4	4
1002	1925	82	9.3	122.7	33.0	6.8	9.0	17	2	2	1
1003	1925	54	35.75	134.75	21.5	6.8	9.0	395	4	4	3
1004	1925	110	34.418	-120.196	10.0	6.8	9.0	13	3	3	1
1005	1925	105	38.0	30.5	32.5	5.9	8.0	3	3	4	1
1006	1925	21	27.0	100.0	55.0	5.8	7.0	12	2	3	1
1007	1925	49	28.5	51.2	77.5	5.5	9.0	2	2	2	1
1008	1926	40	36.5	27.5	100.0	7.9	11.0	3	3	2	2
1009	1926	48	-0.7	100.6	70.0	5.8	9.0	5	2	2	3
1010	1926	48	-0.3	100.4	40.0	5.8	9.5	7	2	2	3
1011	1926	9	37.973	-28.59	10.0	5.8	10.0	9	2	3	1
1012	1926	105	40.7	43.7	7.0	5.7	9.0	360	4	2	3
1013	1926	21	25.6	100.3	8.5	5.5	7.0	1691	1	2	3
1014	1927	54	35.6	135.1	10.0	7.3	7.5	3022	4	4	4
1015	1927	21	26.0	103.0	15.666666666666668	6.0	8.0	1514	2	3	2
1016	1927	21	24.1	102.0	21.333333333333336	5.0	6.0	7	1	1	1
1017	1927	21	36.75	102.0	27.0	7.6	11.0	40912	4	4	4
1018	1927	51	32.0	35.5	33.0	6.3	10.333333333333334	268	3	3	3
1019	1927	98	23.0	120.5	25.0	6.8	9.666666666666666	30	2	3	1
1020	1927	109	44.4	34.5	17.0	6.8	9.0	11	4	4	1
1021	1927	21	25.2	102.5	15.0	5.5	7.0	8	2	3	3
1022	1928	52	38.8	16.0	13.0	6.0	7.666666666666667	6	2	3	2
1023	1928	49	31.6	60.0	11.0	5.0	8.333333333333334	4	2	3	1
1024	1928	105	38.1	27.4	9.0	6.5	9.0	170	4	4	3
1025	1928	17	42.2	25.3	7.0	6.8	10.0	127	4	4	3
1026	1928	17	42.1	25.0	10.0	7.0	11.0	73	4	4	3
1027	1928	40	38.0	23.0	29.0	6.0	9.0	20	4	4	1
1028	1928	81	-5.0	-78.0	32.0	7.3	10.0	29	3	3	1
1029	1928	66	16.028	-97.036	35.0	7.7	8.5	4	2	2	1
1030	1928	21	31.5	120.5	25.0	5.8	7.0	6	2	2	1
1031	1928	49	36.893	59.044	15.0	5.6	8.0	30	2	2	1
1032	1928	20	-35.0	-72.0	25.0	7.6	9.0	279	3	3	3
1033	1928	82	7.0	124.0	21.25	7.3	7.0	93	2	3	2
1034	1929	21	40.7	111.6	17.5	6.0	8.0	2	2	2	1
1035	1929	114	10.5	-64.2	13.75	6.9	9.0	50	3	2	1
1036	1929	49	38.09	57.705	10.0	7.2	9.0	3800	4	2	4
1037	1929	75	-41.75	172.25	12.5	7.5	8.0	17	2	3	1
1038	1929	49	37.866	58.404	15.0	5.9	7.0	21	2	3	1
1039	1929	49	32.2	49.7	65.0	6.2	7.666666666666667	6	2	3	1
1040	1930	76	12.1	-86.2	48.33333333333333	6.75	8.333333333333334	1000	3	3	3
1041	1930	72	17.3	96.5	31.666666666666664	7.3	9.0	500	3	3	3
1042	1930	49	38.094	44.797	15.0	7.1	9.0	2539	4	3	4
1043	1930	21	26.8	103.0	12.333333333333334	6.0	8.0	42	2	3	1
1044	1930	72	17.4	95.5	9.666666666666668	6.25	9.0	50	2	3	1
1045	1930	52	41.1	15.4	7.0	6.5	10.0	1430	3	4	4
1046	1930	21	30.0	100.0	8.25	5.5	9.666666666666666	200	1	3	3
1047	1930	49	35.8	52.1	9.5	5.0	9.333333333333334	1	2	3	1
1048	1930	52	43.667	13.267	10.75	5.9	9.0	18	3	3	1
1049	1930	1	40.5	19.5	12.0	6.0	11.0	35	3	3	1
1050	1930	54	35.0	139.0	19.0	7.1	10.0	259	4	4	3
1051	1930	1	40.3	19.6	4.0	5.0	9.0	25	2	3	1
1052	1930	72	18.2	96.4	12.666666666666666	7.3	8.666666666666666	36	2	2	1
1053	1930	98	23.2	120.6	21.333333333333332	6.3	8.333333333333334	4	2	3	1
1054	1930	4	-24.7	-66.3	30.0	6.0	8.0	39	3	3	1
1055	1931	1	40.6	20.8	33.0	5.8	9.0	90	3	3	2
1056	1931	75	-39.772	176.025	35.0	7.7	9.0	261	4	3	3
1057	1931	76	13.2	-85.7	28.5	5.6	8.5	2450	3	3	4
1058	1931	5	39.2	46.0	22.0	6.3	8.0	2890	4	3	4
1059	1931	21	47.1	89.8	25.0	8.0	11.0	10000	4	4	4
1060	1931	54	36.1	139.2	20.0	7.0	10.0	16	2	3	1
1061	1932	26	20.0	-75.8	18.333333333333332	5.4	9.0	8	3	2	1
1062	1932	21	30.1	101.8	16.666666666666668	6.0	8.0	200	1	2	2
1063	1932	21	31.4	115.0	15.0	6.0	8.0	6	2	3	1
1064	1932	48	0.5	126.0	13.5	7.4	7.0	6	3	3	1
1065	1932	49	36.6	53.4	12.0	5.4	8.0	1070	3	3	4
1066	1932	66	19.623	-103.919	35.0	8.1	10.0	400	3	3	3
1067	1932	40	40.5	23.9	35.0	6.9	10.0	161	4	4	3
1068	1932	21	39.7	96.7	28.666666666666668	7.6	10.0	275	3	4	3
1069	1932	21	31.8	102.2	22.333333333333336	5.0	7.0	197	1	1	1
1070	1933	110	33.62	-117.97	16.0	6.3	9.0	120	4	1	3
1071	1933	40	36.759	27.299	15.0	6.4	10.0	181	3	2	3
1072	1933	48	-5.007	104.501	20.0	5.8	9.0	4740	2	3	1
1073	1933	21	31.9	103.4	24.333333333333332	7.5	10.0	9300	4	4	4
1074	1933	21	29.5	102.5	28.666666666666664	5.0	6.0	200	1	1	3
1075	1933	52	42.0	14.2	33.0	5.65	9.0	10	2	1	1
1076	1933	49	32.1	56.0	27.0	6.3	8.5	4	3	2	1
1077	1934	21	23.7	102.7	31.0	6.0	8.0	1	2	3	1
1078	1934	73	26.773	86.762	35.0	8.0	11.0	10600	4	4	4
1079	1934	21	41.0	108.8	30.333333333333332	6.3	8.0	5301	2	3	1
